Designator,Footprint,Quantity,Value,LCSC Part #
"J1, J10, J11, J12, J13, J14, J2, J3, J4, J5, J6, J7, J8, J9",55308437,14,5530843-7,
"J15, J18",Molex_Micro-Fit_3.0_43650-0200_1x02_P3.00mm_Horizontal,2,Conn_01x02,
"J16, J17",Molex_Micro-Fit_3.0_43045-1600_2x08_P3.00mm_Horizontal,2,Conn_02x08_Top_Bottom,
